"INDV","F_MISS","acc_v2.7","id_v2.7"
"Ames22758:250042475",0.215485,"Ames22758",250042475
"Ames22759:250042450",0.405796,"Ames22759",250042450
"Ames22760:250032200",0.318761,"Ames22760",250032200
"Ames22761:250033475",0.258919,"Ames22761",250033475
"Ames22762:250031821",0.162971,"Ames22762",250031821
"Ames22763:250032010",0.228207,"Ames22763",250032010
"Ames22765:250042431",0.179093,"Ames22765",250042431
"Ames22766:250032079",0.259372,"Ames22766",250032079
"Ames22767:250031911",0.199856,"Ames22767",250031911
"Ames22792:250034854",0.29164,"Ames22792",250034854
"Ames22793:250034872",0.228589,"Ames22793",250034872
"Ames22794:250034747",0.107382,"Ames22794",250034747
"Ames2325:250034612",0.32663,"Ames2325",250034612
"Ames2326:250033708",0.280705,"Ames2326",250033708
"Ames2327:250031291",0.134612,"Ames2327",250031291
"Ames2328:250031527",0.23123,"Ames2328",250031527
"Ames2329:250031666",0.211707,"Ames2329",250031666
"Ames2330:250033592",0.251092,"Ames2330",250033592
"Ames2331:250032832",0.380125,"Ames2331",250032832
"Ames2332:250031367",0.276322,"Ames2332",250031367
"Ames2333:250031874",0.382325,"Ames2333",250031874
"Ames2334:250033543",0.32019,"Ames2334",250033543
"Ames2335:250031923",0.0840135,"Ames2335",250031923
"Ames2336:250031533",0.247792,"Ames2336",250031533
"Ames2337:250031554",0.0867015,"Ames2337",250031554
"Ames2338:250033662",0.276844,"Ames2338",250033662
"Ames23389:250031886",0.256479,"Ames23389",250031886
"Ames2339:250033815",0.208545,"Ames2339",250033815
"Ames23391:250034746",0.330051,"Ames23391",250034746
"Ames23392:250032393",0.21047,"Ames23392",250032393
"Ames23393:250034806",0.211938,"Ames23393",250034806
"Ames23394:250034877",0.205207,"Ames23394",250034877
"Ames23395:250034945",0.200554,"Ames23395",250034945
"Ames23396:250032391",0.216019,"Ames23396",250032391
"Ames23397:250034840",0.203296,"Ames23397",250034840
"Ames23398:250034722",0.225922,"Ames23398",250034722
"Ames23399:250033163",0.177853,"Ames23399",250033163
"Ames2340:250034668",0.251345,"Ames2340",250034668
"Ames23400:250034570",0.165751,"Ames23400",250034570
"Ames23401:250032458",0.193893,"Ames23401",250032458
"Ames23402:250034979",0.181946,"Ames23402",250034979
"Ames23403:250032385",0.199576,"Ames23403",250032385
"Ames23404:250033716",0.158453,"Ames23404",250033716
"Ames23405:250032535",0.214026,"Ames23405",250032535
"Ames23406:250032412",0.188569,"Ames23406",250032412
"Ames23407:250032472",0.150481,"Ames23407",250032472
"Ames23408:250034827",0.227452,"Ames23408",250034827
"Ames23409:250034833",0.236912,"Ames23409",250034833
"Ames2341:250031415",0.174481,"Ames2341",250031415
"Ames23410:250034878",0.228885,"Ames23410",250034878
"Ames23413:250034591",0.159683,"Ames23413",250034591
"Ames23414:250032557",0.169883,"Ames23414",250032557
"Ames23415:250034736",0.173693,"Ames23415",250034736
"Ames23417:250032420",0.230373,"Ames23417",250032420
"Ames23418:250032507",0.291903,"Ames23418",250032507
"Ames23419:250034814",0.32783,"Ames23419",250034814
"Ames23420:250032541",0.279052,"Ames23420",250032541
"Ames23421:250032456",0.158586,"Ames23421",250032456
"Ames23422:250032410",0.301467,"Ames23422",250032410
"Ames23423:250032440",0.276696,"Ames23423",250032440
"Ames23424:250032464",0.211391,"Ames23424",250032464
"Ames23425:250034582",0.172048,"Ames23425",250034582
"Ames23426:250032399",0.267206,"Ames23426",250032399
"Ames23426:250041403",0.320765,"Ames23426",250041403
"Ames23427:250034842",0.164814,"Ames23427",250034842
"Ames23428:250034823",0.165423,"Ames23428",250034823
"Ames23428:250041451",0.1615,"Ames23428",250041451
"Ames23429:250034847",0.256593,"Ames23429",250034847
"Ames23430:250032597",0.254122,"Ames23430",250032597
"Ames23431:250032465",0.172669,"Ames23431",250032465
"Ames23433:250032537",0.259684,"Ames23433",250032537
"Ames23434:250032347",0.17057,"Ames23434",250032347
"Ames23435:250032453",0.366698,"Ames23435",250032453
"Ames23436:250035218",0.211512,"Ames23436",250035218
"Ames23437:250034832",0.21401,"Ames23437",250034832
"Ames23438:250032401",0.243733,"Ames23438",250032401
"Ames23439:250034586",0.204924,"Ames23439",250034586
"Ames23440:250033269",0.231596,"Ames23440",250033269
"Ames23441:250032508",0.2124,"Ames23441",250032508
"Ames23442:250034672",0.200604,"Ames23442",250034672
"Ames23443:250033336",0.198882,"Ames23443",250033336
"Ames23444:250032336",0.206361,"Ames23444",250032336
"Ames23445:250032348",0.218389,"Ames23445",250032348
"Ames23446:250032437",0.198598,"Ames23446",250032437
"Ames23447:250032575",0.201881,"Ames23447",250032575
"Ames23448:250032403",0.169668,"Ames23448",250032403
"Ames23449:250032536",0.186752,"Ames23449",250032536
"Ames23450:250032521",0.236312,"Ames23450",250032521
"Ames23450:250033472",0.235329,"Ames23450",250033472
"Ames23451:250034815",0.264211,"Ames23451",250034815
"Ames23452:250034559",0.194121,"Ames23452",250034559
"Ames23455:250032387",0.152105,"Ames23455",250032387
"Ames23456:250033425",0.211134,"Ames23456",250033425
"Ames23457:250032518",0.1916,"Ames23457",250032518
"Ames23458:250033051",0.104242,"Ames23458",250033051
"Ames23459:250033693",0.301494,"Ames23459",250033693
"Ames23460:250034730",0.217166,"Ames23460",250034730
"Ames23461:250032595",0.225091,"Ames23461",250032595
"Ames23463:250032436",0.177511,"Ames23463",250032436
"Ames23464:250032533",0.175857,"Ames23464",250032533
"Ames23465:250033080",0.106562,"Ames23465",250033080
"Ames23466:250032558",0.115241,"Ames23466",250032558
"Ames23467:250032581",0.119499,"Ames23467",250032581
"Ames23468:250032510",0.0872644,"Ames23468",250032510
"Ames23469:250031880",0.0963416,"Ames23469",250031880
"Ames23470:250033601",0.0921803,"Ames23470",250033601
"Ames23471:250032473",0.0856999,"Ames23471",250032473
"Ames23473:250034738",0.091626,"Ames23473",250034738
"Ames23474:250032426",0.0932625,"Ames23474",250032426
"Ames23475:250032324",0.148322,"Ames23475",250032324
"Ames23476:250032381",0.117452,"Ames23476",250032381
"Ames23477:250034957",0.374019,"Ames23477",250034957
"Ames23478:250032592",0.220127,"Ames23478",250032592
"Ames23479:250032422",0.206844,"Ames23479",250032422
"Ames23480:250032452",0.139077,"Ames23480",250032452
"Ames23481:250034793",0.139334,"Ames23481",250034793
"Ames23482:250032523",0.964136,"Ames23482",250032523
"Ames23482:250034623",0.168943,"Ames23482",250034623
"Ames23482:250041448",0.183914,"Ames23482",250041448
"Ames23483:250032532",0.158908,"Ames23483",250032532
"Ames23484:250032571",0.263747,"Ames23484",250032571
"Ames23485:250032419",0.151943,"Ames23485",250032419
"Ames23486:250034692",0.150291,"Ames23486",250034692
"Ames23487:250041459",0.179239,"Ames23487",250041459
"Ames23488:250032572",0.144535,"Ames23488",250032572
"Ames23490:250032413",0.179284,"Ames23490",250032413
"Ames23491:250032554",0.205398,"Ames23491",250032554
"Ames23492:250034868",0.186939,"Ames23492",250034868
"Ames23493:250033720",0.133108,"Ames23493",250033720
"Ames23494:250034838",0.103279,"Ames23494",250034838
"Ames23495:250034605",0.231713,"Ames23495",250034605
"Ames23496:250034604",0.156234,"Ames23496",250034604
"Ames23496:250041437",0.155646,"Ames23496",250041437
"Ames23497:250032466",0.220221,"Ames23497",250032466
"Ames23498:250034867",0.325857,"Ames23498",250034867
"Ames23499:250034817",0.129275,"Ames23499",250034817
"Ames23500:250032457",0.176245,"Ames23500",250032457
"Ames23501:250032524",0.155853,"Ames23501",250032524
"Ames23502:250032598",0.209192,"Ames23502",250032598
"Ames23503:250031669",0.0453228,"Ames23503",250031669
"Ames23503:250033830",0.051835,"Ames23503",250033830
"Ames23504:250034844",0.0647641,"Ames23504",250034844
"Ames23505:250032596",0.10204,"Ames23505",250032596
"Ames23506:250033577",0.389552,"Ames23506",250033577
"Ames23507:250033709",0.30273,"Ames23507",250033709
"Ames23508:250032574",0.328101,"Ames23508",250032574
"Ames23509:250032428",0.369412,"Ames23509",250032428
"Ames23510:250032471",0.290381,"Ames23510",250032471
"Ames23922:250031916",0.217925,"Ames23922",250031916
"Ames23923:250032012",0.393208,"Ames23923",250032012
"Ames23924:250032070",0.262666,"Ames23924",250032070
"Ames24575:250031070",0.174341,"Ames24575",250031070
"Ames24576:250035010",0.138158,"Ames24576",250035010
"Ames24577:250034969",0.1349,"Ames24577",250034969
"Ames24585:250035216",0.222065,"Ames24585",250035216
"Ames24589:250033745",0.166385,"Ames24589",250033745
"Ames24590:250031374",0.339634,"Ames24590",250031374
"Ames24704:250034761",0.157249,"Ames24704",250034761
"Ames24705:250032408",0.411124,"Ames24705",250032408
"Ames24706:250032451",0.240281,"Ames24706",250032451
"Ames24707:250034758",0.285835,"Ames24707",250034758
"Ames24708:250032562",0.293833,"Ames24708",250032562
"Ames24709:250032528",0.222526,"Ames24709",250032528
"Ames24710:250034673",0.213875,"Ames24710",250034673
"Ames24711:250032545",0.174168,"Ames24711",250032545
"Ames24712:250033531",0.121507,"Ames24712",250033531
"Ames24712:250041424",0.113381,"Ames24712",250041424
"Ames24713:250034804",0.282098,"Ames24713",250034804
"Ames24714:250034680",0.203347,"Ames24714",250034680
"Ames24715:250034679",0.165418,"Ames24715",250034679
"Ames24716:250032388",0.119161,"Ames24716",250032388
"Ames24717:250032544",0.446183,"Ames24717",250032544
"Ames24718:250034760",0.0939494,"Ames24718",250034760
"Ames24719:250032587",0.109197,"Ames24719",250032587
"Ames24720:250032290",0.194911,"Ames24720",250032290
"Ames24720:250040775",0.140377,"Ames24720",250040775
"Ames24721:250034871",0.181087,"Ames24721",250034871
"Ames24722:250034811",0.169983,"Ames24722",250034811
"Ames24723:250032269",0.267571,"Ames24723",250032269
"Ames24724:250032567",0.197651,"Ames24724",250032567
"Ames24725:250032585",0.217533,"Ames24725",250032585
"Ames24726:250034803",0.21941,"Ames24726",250034803
"Ames24727:250032402",0.195569,"Ames24727",250032402
"Ames24728:250041472",0.305872,"Ames24728",250041472
"Ames24729:250033552",0.359566,"Ames24729",250033552
"Ames24730:250033197",0.166063,"Ames24730",250033197
"Ames24732:250032433",0.350114,"Ames24732",250032433
"Ames24733:250032570",0.258592,"Ames24733",250032570
"Ames24734:250034693",0.359696,"Ames24734",250034693
"Ames24735:250032583",0.118657,"Ames24735",250032583
"Ames24736:250034855",0.204281,"Ames24736",250034855
"Ames24737:250032445",0.270128,"Ames24737",250032445
"Ames24738:250032546",0.160757,"Ames24738",250032546
"Ames24739:250033603",0.182572,"Ames24739",250033603
"Ames24740:250032380",0.249307,"Ames24740",250032380
"Ames24741:250032409",0.388542,"Ames24741",250032409
"Ames24742:250032447",0.2812,"Ames24742",250032447
"Ames24743:250032553",0.204391,"Ames24743",250032553
"Ames24744:250034928",0.25937,"Ames24744",250034928
"Ames24745:250032439",0.200802,"Ames24745",250032439
"Ames24746:250034629",0.15563,"Ames24746",250034629
"Ames24747:250032582",0.178078,"Ames24747",250032582
"Ames24748:250032522",0.168485,"Ames24748",250032522
"Ames24749:250034839",0.188771,"Ames24749",250034839
"Ames24750:250034796",0.249967,"Ames24750",250034796
"Ames24750:250040794",0.130716,"Ames24750",250040794
"Ames24751:250032432",0.164731,"Ames24751",250032432
"Ames24752:250032512",0.272956,"Ames24752",250032512
"Ames24989:250033695",0.162554,"Ames24989",250033695
"Ames25177:250033485",0.145374,"Ames25177",250033485
"Ames25179:250033101",0.254007,"Ames25179",250033101
"Ames25181:250042371",0.268527,"Ames25181",250042371
"Ames25182:250031632",0.23472,"Ames25182",250031632
"Ames25218:250031631",0.293587,"Ames25218",250031631
"Ames25218:250042449",0.352095,"Ames25218",250042449
"Ames25219:250034741",0.104419,"Ames25219",250034741
"Ames25219:250041477",0.106157,"Ames25219",250041477
"Ames25220:250033789",0.105893,"Ames25220",250033789
"Ames25221:250033683",0.104949,"Ames25221",250033683
"Ames2523:250032199",0.16825,"Ames2523",250032199
"Ames25372:250034986",0.133901,"Ames25372",250034986
"Ames25373:250035128",0.141447,"Ames25373",250035128
"Ames25374:250031254",0.146219,"Ames25374",250031254
"Ames25559:250031530",0.206564,"Ames25559",250031530
"Ames26004:250033478",0.290618,"Ames26004",250033478
"Ames26021:250034725",0.274897,"Ames26021",250034725
"Ames26022:250033814",0.399929,"Ames26022",250033814
"Ames26022:250041586",0.272803,"Ames26022",250041586
"Ames26028:250031141",0.16802,"Ames26028",250031141
"Ames26114:250031311",0.285549,"Ames26114",250031311
"Ames26115:250035120",0.215833,"Ames26115",250035120
"Ames26116:250031049",0.213922,"Ames26116",250031049
"Ames26116:250035079",0.221952,"Ames26116",250035079
"Ames26117:250035183",0.22601,"Ames26117",250035183
"Ames26118:250035054",0.276606,"Ames26118",250035054
"Ames26119:250035075",0.338413,"Ames26119",250035075
"Ames26120:250034828",0.316052,"Ames26120",250034828
"Ames26121:250034981",0.166659,"Ames26121",250034981
"Ames26122:250031069",0.165701,"Ames26122",250031069
"Ames26123:250031140",0.189912,"Ames26123",250031140
"Ames26124:250031025",0.201694,"Ames26124",250031025
"Ames26125:250034887",0.216787,"Ames26125",250034887
"Ames26126:250031190",0.175573,"Ames26126",250031190
"Ames26127:250031185",0.217536,"Ames26127",250031185
"Ames26128:250034974",0.205212,"Ames26128",250034974
"Ames26129:250031037",0.361813,"Ames26129",250031037
"Ames26130:250034927",0.2912,"Ames26130",250034927
"Ames26131:250030993",0.334937,"Ames26131",250030993
"Ames26132:250031125",0.249918,"Ames26132",250031125
"Ames26133:250035052",0.34974,"Ames26133",250035052
"Ames26134:250034953",0.215631,"Ames26134",250034953
"Ames26135:250035082",0.310327,"Ames26135",250035082
"Ames26135:250041711",0.338952,"Ames26135",250041711
"Ames26136:250034994",0.29482,"Ames26136",250034994
"Ames26137:250034934",0.281223,"Ames26137",250034934
"Ames26138:250032805",0.125942,"Ames26138",250032805
"Ames26138:250032853",0.123923,"Ames26138",250032853
"Ames26138:250033099",0.122494,"Ames26138",250033099
"Ames26253:250033168",0.25072,"Ames26253",250033168
"Ames26439:250041995",0.352364,"Ames26439",250041995
"Ames26443:250041963",0.324654,"Ames26443",250041963
"Ames26484:250041989",0.146778,"Ames26484",250041989
"Ames26501:250042318",0.205877,"Ames26501",250042318
"Ames26511:250041972",0.225324,"Ames26511",250041972
"Ames26604:250032028",0.152116,"Ames26604",250032028
"Ames26604:250033313",0.147931,"Ames26604",250033313
"Ames26604:250033399",0.131759,"Ames26604",250033399
"Ames26604:250033482",0.14982,"Ames26604",250033482
"Ames26741:250033839",0.15709,"Ames26741",250033839
"Ames26742:250033733",0.17039,"Ames26742",250033733
"Ames26743:250033792",0.138417,"Ames26743",250033792
"Ames26744:250031397",0.0727072,"Ames26744",250031397
"Ames26745:250033805",0.222817,"Ames26745",250033805
"Ames26746:250031582",0.129353,"Ames26746",250031582
"Ames26747:250031650",0.22551,"Ames26747",250031650
"Ames26748:250033721",0.187141,"Ames26748",250033721
"Ames26749:250031315",0.300813,"Ames26749",250031315
"Ames26750:250031251",0.28029,"Ames26750",250031251
"Ames26751:250031420",0.142124,"Ames26751",250031420
"Ames26752:250033652",0.156347,"Ames26752",250033652
"Ames26753:250031692",0.40352,"Ames26753",250031692
"Ames26754:250033799",0.173792,"Ames26754",250033799
"Ames26755:250031580",0.141043,"Ames26755",250031580
"Ames26756:250031933",0.186695,"Ames26756",250031933
"Ames26757:250033725",0.110508,"Ames26757",250033725
"Ames26758:250031366",0.103862,"Ames26758",250031366
"Ames26758:250040763",0.0996603,"Ames26758",250040763
"Ames26760:250033537",0.0893747,"Ames26760",250033537
"Ames26761:250031889",0.0921878,"Ames26761",250031889
"Ames26762:250033524",0.0865531,"Ames26762",250033524
"Ames26763:250031171",0.123537,"Ames26763",250031171
"Ames26764:250031242",0.0659894,"Ames26764",250031242
"Ames26765:250033614",0.10526,"Ames26765",250033614
"Ames26765:250041532",0.111443,"Ames26765",250041532
"Ames26766:250033479",0.104876,"Ames26766",250033479
"Ames26767:250031459",0.104885,"Ames26767",250031459
"Ames26768:250033856",0.10996,"Ames26768",250033856
"Ames26769:250031772",0.175297,"Ames26769",250031772
"Ames26769:250032262",0.176196,"Ames26769",250032262
"Ames26770:250031038",0.263097,"Ames26770",250031038
"Ames26771:250032036",0.168298,"Ames26771",250032036
"Ames26771:250033397",0.169125,"Ames26771",250033397
"Ames26772:250031327",0.14297,"Ames26772",250031327
"Ames26773:250031015",0.125362,"Ames26773",250031015
"Ames26774:250033529",0.223487,"Ames26774",250033529
"Ames26775:250034670",0.371283,"Ames26775",250034670
"Ames26776:250031156",0.324932,"Ames26776",250031156
"Ames26777:250034976",0.228728,"Ames26777",250034976
"Ames26778:250034568",0.294554,"Ames26778",250034568
"Ames26779:250035088",0.253958,"Ames26779",250035088
"Ames26780:250035068",0.189066,"Ames26780",250035068
"Ames26781:250034873",0.157189,"Ames26781",250034873
"Ames26782:250031073",0.139468,"Ames26782",250031073
"Ames26783:250033734",0.177884,"Ames26783",250033734
"Ames26784:250031694",0.127417,"Ames26784",250031694
"Ames26785:250033820",0.123599,"Ames26785",250033820
"Ames26786:250031382",0.135642,"Ames26786",250031382
"Ames26787:250033850",0.15186,"Ames26787",250033850
"Ames26788:250031403",0.136383,"Ames26788",250031403
"Ames26789:250031618",0.161525,"Ames26789",250031618
"Ames26790:250033786",0.171841,"Ames26790",250033786
