Year,Tier,Range,Pass,Gen,plate,Grp,Switch,New_Block_Pass,New_Block_Range,GRIN.pedigree,Source
2015,3,9,56,848,16,New_Lines,1,3,3,PHG50,PI 601006
2015,3,33,53,1573,10,New_Lines,1,3,11,SC235,Ames 10277
2015,2,27,21,216,17,New_Lines,1,3,3,PHJ65,PI 543840
2015,3,5,48,719,12,New_Lines,1,2,2,B93,PI 539871
2015,3,13,48,961,13,New_Lines,1,2,4,PHR62,PI 601786
2015,2,26,5,171,7,New_Lines,1,1,3,CO150,Ames 27041
2015,3,25,39,1317,12,New_Lines,1,1,8,R903B,NSL 29285
2015,2,22,3,49,24,New_Lines,1,1,1,176,PI 233313
2015,2,21,10,25,6,New_Lines,1,2,1,CL17,Ames 27024
2015,2,38,3,529,10,New_Lines,1,1,7,MS68,Ames 24711
2015,3,40,50,1783,12,New_Lines,1,2,13,Tx441,NSL 43597
2015,3,35,65,1645,19,New_Lines,1,4,12,TZEI 10,PI 641070
2015,3,27,52,1391,13,New_Lines,1,2,9,245,NSL 8579
2015,2,28,5,231,15,New_Lines,1,1,3,W182BN,PI 587155
2015,2,21,20,35,24,New_Lines,1,3,1,C49A,Ames 27067
2015,3,21,42,1198,24,New_Lines,1,1,7,AusTRCF 306293,NSL 437979
2015,2,31,27,341,4,New_Lines,1,4,4,MS24A,Ames 24708
2015,3,6,53,754,19,New_Lines,1,3,2,Hi47,PI 641229
2015,2,34,17,422,17,New_Lines,1,3,5,A34,Ames 23391
2015,2,40,28,613,19,New_Lines,1,4,7,IBB14,PI 601565
2015,3,40,48,1781,16,New_Lines,1,2,13,H124w,Ames 26806
2015,3,38,60,1733,7,New_Lines,1,3,13,TZEI 8,PI 641068
2015,3,27,43,1382,3,New_Lines,1,1,9,CI 42B,Ames 28951
2015,3,30,44,1474,27,New_Lines,1,1,10,CI 7 Goodman-Buckler,Ames 28367
2015,3,11,45,898,12,New_Lines,1,2,4,R941,NSL 29287
2015,3,31,61,1519,10,New_Lines,1,4,10,A,NSL 30861
2015,2,39,32,586,7,New_Lines,1,4,7,W182D,NSL 30063
2015,3,27,63,1401,10,New_Lines,1,4,9,CI 3A,Ames 26116
2015,2,33,5,381,7,New_Lines,1,1,5,A619E,Ames 28170
2015,3,17,60,1094,5,New_Lines,1,3,6,LH195,PI 537097
2015,2,26,18,183,17,New_Lines,1,3,3,LH163,PI 538008
2015,2,23,10,85,17,New_Lines,1,2,2,ND251,PI 550532
2015,3,18,60,1124,27,New_Lines,1,3,6,B109,PI 597927
2015,3,37,41,1682,19,New_Lines,1,1,12,AusTRCF 305821,NSL 437895
2015,3,11,55,908,4,New_Lines,1,3,4,NY 318 (Nevey Yaar),PI 200187
2015,3,33,54,1574,12,New_Lines,1,3,11,NC222,Ames 12729
2015,2,34,20,425,4,New_Lines,1,3,5,A264,Ames 23409
2015,3,15,44,1018,3,New_Lines,1,1,5,B108,PI 597926
2015,2,24,28,132,14,New_Lines,1,4,2,MS24,Ames 24707
2015,3,36,37,1649,10,New_Lines,1,1,12,NO. 1175 INBRED,PI 303937
2015,2,28,8,234,3,New_Lines,1,1,3,PHR25,PI 601469
2015,2,23,29,103,29,New_Lines,1,4,2,ND262,PI 522250
2015,2,31,8,324,14,New_Lines,1,1,4,N216,PI 596355
2015,3,28,67,1435,4,New_Lines,1,4,9,T226,PI 550521
2015,2,24,12,117,14,New_Lines,1,2,2,A450,Ames 23437
2015,2,26,10,176,4,New_Lines,1,2,3,4550. INBRED,PI 415080
2015,3,17,65,1099,17,New_Lines,1,4,6,LH213,PI 547090
2015,3,6,55,756,25,New_Lines,1,3,2,58609 A632 (Meth) Bc5S4,PI 648424
2015,2,22,5,51,10,New_Lines,1,1,1,S43,Ames 23510
2015,3,4,62,701,29,New_Lines,1,4,1,AusTRCF 306323,NSL 438009
2015,2,28,1,227,3,New_Lines,1,1,3,A96,Ames 23393
2015,2,20,28,16,3,New_Lines,1,4,1,A499,Ames 23443
2015,3,8,60,821,13,New_Lines,1,3,3,PHT60,PI 601574
2015,3,31,63,1521,25,New_Lines,1,4,10,L317,NSL 65873
2015,2,39,20,575,10,New_Lines,1,3,7,SD42,PI 508277
2015,3,11,46,899,19,New_Lines,1,2,4,R825,NSL 42805
2015,3,25,54,1331,12,New_Lines,1,3,8,R105,NSL 242483
2015,2,23,13,88,6,New_Lines,1,2,2,F39,PI 257516
2015,2,35,28,462,25,New_Lines,1,4,6,W182E,NSL 30074
2015,3,25,46,1324,6,New_Lines,1,2,8,R134,NSL 30884
2015,2,40,27,612,6,New_Lines,1,4,7,PHK76,PI 601496
2015,3,21,62,1217,4,New_Lines,1,4,7,R105,NSL 30880
2015,2,31,10,326,16,New_Lines,1,2,4,A375,Ames 23428
2015,3,31,64,1522,12,New_Lines,1,4,10,Mo304ae,NSL 67789
2015,3,3,57,666,15,New_Lines,1,3,1,A659,NSL 81599
2015,3,21,57,1212,13,New_Lines,1,3,7,Pa879,PI 517973
2015,2,25,18,152,5,New_Lines,1,3,2,K,NSL 30862
2015,3,24,48,1296,14,New_Lines,1,2,8,H96,Ames 26797
2015,3,35,53,1634,18,New_Lines,1,3,12,Mo313ae,NSL 67798
2015,3,22,60,1246,18,New_Lines,1,3,7,Va21A,Ames 19004
2015,2,31,32,346,14,New_Lines,1,4,4,W 6728,Ames 22064
2015,2,38,10,534,18,New_Lines,1,2,7,WXOs420,Ames 26756
2015,2,36,18,484,24,New_Lines,1,3,6,B-18 INBR.FR.SUPERGOLD,PI 340855
2015,3,4,46,685,29,New_Lines,1,2,1,AD SA21,Ames 29021
2015,3,7,67,797,17,New_Lines,1,4,2,OC10,PI 553063
2015,2,26,9,175,7,New_Lines,1,2,3,CHAN 11 INBRED,PI 405705
2015,3,14,66,1008,5,New_Lines,1,4,5,H125,PI 583847
2015,3,39,48,1751,19,New_Lines,1,2,13,Hi33,PI 593014
2015,3,38,55,1728,27,New_Lines,1,3,13,R-PAH-1,PI 340872
2015,2,41,29,629,14,New_Lines,1,4,8,MBST,PI 601566
2015,3,19,60,1154,4,New_Lines,1,3,6,CI 30,Ames 26124
2015,2,32,5,351,15,New_Lines,1,1,5,A288,Ames 23414
2015,3,27,56,1395,13,New_Lines,1,3,9,Va60,Ames 19017
2015,2,25,27,161,25,New_Lines,1,4,2,A15-1 INBRED (POTCHEFSTROOM PEARL),PI 221735
2015,3,4,53,692,7,New_Lines,1,3,1,R197,NSL 30902
2015,2,26,20,185,27,New_Lines,1,3,3,RS 710,PI 539930
2015,3,29,51,1450,29,New_Lines,1,2,10,B85,PI 608777
2015,2,39,26,581,26,New_Lines,1,4,7,MBUB,PI 548839
2015,3,35,50,1631,29,New_Lines,1,2,12,B56,PI 550471
2015,3,28,41,1411,19,New_Lines,1,1,9,AusTRCF 306301,NSL 437987
2015,3,16,52,1057,6,New_Lines,1,2,5,N6,Ames 27137
2015,3,16,66,1070,14,New_Lines,1,4,5,K150,NSL 22630
2015,2,33,8,384,25,New_Lines,1,1,5,A641 Goodman-Buckler,Ames 32877
2015,3,20,46,1172,29,New_Lines,1,2,7,89S4145,Ames 12821
2015,3,8,65,825,3,New_Lines,1,4,3,PHN73,PI 601782
2015,3,30,54,1483,16,New_Lines,1,3,10,Lai 1029,Ames 2327
2015,3,39,57,1760,29,New_Lines,1,3,13,NC340,Ames 27166
2015,2,28,32,256,17,New_Lines,1,4,3,W 6786,Ames 22066
2015,3,10,46,868,7,New_Lines,1,2,3,A634,Ames 19308
2015,3,3,53,662,26,New_Lines,1,3,1,A357,Ames 23426
2015,2,30,14,300,26,New_Lines,1,2,4,HUO BAO MI (JI 0235),PI 405714
2015,3,6,46,747,7,New_Lines,1,2,2,78371A,PI 601438
2015,2,39,14,569,6,New_Lines,1,2,7,H26w,Ames 26778
2015,3,15,40,1014,16,New_Lines,1,1,5,AusTRCF 305834,NSL 437908
2015,3,3,65,674,13,New_Lines,1,4,1,E292-1-1-1 INB(S5 SYN ANVELD X MINN.706),PI 221750
2015,2,32,8,354,27,New_Lines,1,1,5,A340,Ames 23424
2015,2,36,1,467,14,New_Lines,1,1,6,4F-240 BX 16,PI 198893
2015,2,32,6,352,14,New_Lines,1,1,5,A305,Ames 23417
2015,2,38,12,536,24,New_Lines,1,2,7,W64A ae/wx,Ames 26768
2015,2,20,17,9,14,New_Lines,1,3,1,Me 135,Ames 22041
2015,3,10,68,890,5,New_Lines,1,4,3,Mo20W,PI 550442
2015,3,13,67,979,16,New_Lines,1,4,4,I 205,NSL 65871
2015,3,14,49,992,5,New_Lines,1,2,5,AusTRCF 306321,NSL 438007
2015,3,26,41,1349,27,New_Lines,1,1,9,WIL901,PI 601685
2015,3,10,61,883,18,New_Lines,1,4,3,CSJ3,Ames 27057
2015,2,27,7,203,19,New_Lines,1,1,3,K 10,PI 369438
2015,2,39,11,566,5,New_Lines,1,2,7,B-22 INBR.FR.SUPERGOLD,PI 340857
2015,3,7,54,784,4,New_Lines,1,3,2,A632 su/su,Ames 26762
2015,2,31,21,335,18,New_Lines,1,3,4,ND300,PI 607527
2015,2,23,3,79,29,New_Lines,1,1,2,S 97,PI 535924
2015,3,29,62,1460,19,New_Lines,1,4,10,LH194,PI 539923
2015,3,7,48,778,24,New_Lines,1,2,2,MS216,Ames 24745
2015,2,37,19,514,29,New_Lines,1,3,6,PHN11,PI 601497
2015,3,36,66,1676,12,New_Lines,1,4,12,CI 44,CIze 44
2015,2,40,7,592,5,New_Lines,1,1,7,NY 971 (Neveh Yaar),PI 200194
2015,2,23,6,81,3,New_Lines,1,1,2,469,PI 233316
2015,2,38,5,530,16,New_Lines,1,1,7,BO385Y,PI 591014
2015,3,5,53,724,18,New_Lines,1,3,2,B66,PI 550464
2015,3,35,61,1642,29,New_Lines,1,4,12,AusTRCF 306316,NSL 438002
2015,2,34,24,428,3,New_Lines,1,3,5,A679,PI 587142
2015,3,24,37,1285,27,New_Lines,1,1,8,H112,Ames 22750
2015,2,35,31,465,15,New_Lines,1,4,6,A672,Ames 23496
2015,2,27,1,197,24,New_Lines,1,1,3,PHR30,PI 559946
2015,3,37,49,1690,13,New_Lines,1,2,12,A21-4-1 INBRED (HICKORY KING),PI 221739
2015,2,22,6,52,24,New_Lines,1,1,1,MS93,Ames 24725
2015,2,21,8,23,3,New_Lines,1,1,1,CM174,Ames 19316
2015,3,24,38,1286,12,New_Lines,1,1,8,K55,Ames 22754
2015,3,6,66,766,4,New_Lines,1,4,2,R902A,NSL 29284
2015,3,16,56,1061,14,New_Lines,1,3,5,A663,PI 607523
2015,2,21,14,29,17,New_Lines,1,2,1,Me 1,Ames 22037
2015,3,34,67,1617,6,New_Lines,1,4,11,INBRED 19-86,PI 186217
2015,2,23,16,91,10,New_Lines,1,2,2,G3 T5a,PI 340818
2015,3,19,68,1162,4,New_Lines,1,4,6,NC290A,Ames 27141
2015,3,39,64,1767,7,New_Lines,1,4,13,TZAR101,PI 654048
2015,3,29,67,1465,18,New_Lines,1,4,10,A632 sh2/sh2,Ames 26761
2015,3,20,59,1183,25,New_Lines,1,3,7,R2,NSL 30865
2015,3,15,55,1028,25,New_Lines,1,3,5,A564N,PI 406122
2015,2,41,24,628,25,New_Lines,1,3,8,FBHJ,PI 601439
2015,3,25,63,1339,16,New_Lines,1,4,8,AusTRCF 306337,NSL 438023
2015,2,30,8,294,26,New_Lines,1,1,4,NO. 1185 INBRED,PI 303938
2015,2,23,25,100,10,New_Lines,1,4,2,ND2000,PI 631394
2015,2,21,17,32,24,New_Lines,1,3,1,CO192,Ames 27043
2015,3,37,58,1699,13,New_Lines,1,3,12,A14NW,PI 406106
2015,2,39,28,583,14,New_Lines,1,4,7,LH222,PI 559375
2015,3,32,50,1540,27,New_Lines,1,2,11,TZEI 12,PI 641072
2015,2,29,6,262,6,New_Lines,1,1,4,A588,Ames 23455
2015,3,3,68,676,27,New_Lines,1,4,1,T242,PI 340830
2015,3,27,61,1399,13,New_Lines,1,4,9,IDS91,Ames 24577
2015,2,36,22,488,16,New_Lines,1,3,6,AD SA19,Ames 29019
2015,3,27,37,1376,7,New_Lines,1,1,9,LH156,PI 601403
2015,3,22,59,1245,24,New_Lines,1,3,7,Va36A,Ames 14116
2015,3,34,55,1606,12,New_Lines,1,3,11,NC332,Ames 27162
2015,2,21,18,33,3,New_Lines,1,3,1,CO220,Ames 27045
2015,2,34,2,408,12,New_Lines,1,1,5,PHT77,PI 601499
2015,3,20,66,1190,25,New_Lines,1,4,7,R914,NSL 30910
2015,3,9,62,854,27,New_Lines,1,4,3,J8606,PI 601725
2015,3,21,49,1205,5,New_Lines,1,2,7,R-4524,PI 340837
2015,3,25,40,1318,7,New_Lines,1,1,8,R220,NSL 29316
2015,2,30,15,1,16,Check,0,2,4,B73,14SJMY:Breed:0001
2015,3,28,56,1425,29,New_Lines,1,3,9,R901,NSL 29282
2015,3,5,54,725,27,New_Lines,1,3,2,B76,PI 550483
2015,2,22,32,76,4,New_Lines,1,4,1,ND405,NSL 32730
2015,3,22,62,1248,4,New_Lines,1,4,7,PHW86,PI 543850
2015,2,29,19,273,6,New_Lines,1,3,4,4533. INBRED,PI 415078
2015,2,25,22,156,24,New_Lines,1,3,2,A675,Ames 23499
2015,3,30,40,1470,16,New_Lines,1,1,10,B99,PI 584528
2015,3,29,37,1437,18,New_Lines,1,1,10,AusTRCF 306068,NSL 437928
2015,2,35,8,444,3,New_Lines,1,1,6,C7,Ames 22012
2015,2,28,27,251,15,New_Lines,1,4,3,CO252,Ames 27049
2015,2,36,2,468,24,New_Lines,1,1,6,4F-259 HQ,PI 198894
2015,3,30,66,1494,13,New_Lines,1,4,10,AusTRCF 306241,NSL 437936
2015,2,30,21,305,17,New_Lines,1,3,4,4554 INBRED,PI 415082
2015,2,23,1,77,24,New_Lines,1,1,2,S 51,PI 535917
2015,3,7,46,776,25,New_Lines,1,2,2,MS198,Ames 24735
2015,2,36,11,477,13,New_Lines,1,2,6,NY 364 (Neveh Yaar),PI 200188
2015,3,34,52,1603,13,New_Lines,1,2,11,Mo312ae,NSL 67797
2015,3,32,60,1550,14,New_Lines,1,3,11,Tx118,Ames 22762
2015,3,30,57,1486,24,New_Lines,1,3,10,CI 42A,CIze 42
2015,3,20,57,1181,18,New_Lines,1,3,7,R216A,NSL 29304
2015,3,19,40,1136,18,New_Lines,1,1,6,LH215,PI 552815
2015,3,26,67,1374,25,New_Lines,1,4,9,WXK55,Ames 26751
2015,3,40,60,1793,19,New_Lines,1,3,13,AusTRCF 306346,NSL 438032
2015,3,18,64,1128,27,New_Lines,1,4,6,LH212Ht,PI 547089
2015,3,38,68,1740,6,New_Lines,1,4,13,SC90,Ames 10272
2015,2,22,1,47,7,New_Lines,1,1,1,A16-3-2 INBRED (POTCHEFSTROOM PEARL),PI 221736
2015,2,26,1,167,4,New_Lines,1,1,3,T8302 INBRED,PI 267169
2015,3,28,64,1432,3,New_Lines,1,4,9,SG 30A,NSL 75980
2015,2,21,29,44,10,New_Lines,1,4,1,A509,Ames 23447
2015,3,34,61,1612,12,New_Lines,1,4,11,Mo27W,Ames 28927
2015,3,13,61,973,16,New_Lines,1,4,4,H25W,Ames 20137
2015,2,25,4,140,16,New_Lines,1,1,2,CM182,Ames 27036
2015,3,9,60,852,24,New_Lines,1,3,3,H42,Ames 26784
2015,3,9,45,837,14,New_Lines,1,2,3,Va26,PI 587149
2015,3,18,37,1103,6,New_Lines,1,1,6,M14,NSL 30867
2015,2,41,5,617,27,New_Lines,1,1,8,A685su,PI 567793
2015,2,39,1,557,5,New_Lines,1,1,7,W9,NSL 30065
2015,3,19,52,1147,25,New_Lines,1,2,6,CI90C,Ames 22440
2015,3,19,49,1145,6,New_Lines,1,2,6,Va22,Ames 19328
2015,3,17,50,1084,16,New_Lines,1,2,6,AusTRCF 306343,NSL 438029
2015,2,29,3,259,17,New_Lines,1,1,4,ND376,NSL 32733
2015,3,11,61,914,17,New_Lines,1,4,4,A57N,PI 406107
2015,3,5,60,731,3,New_Lines,1,3,2,89S4110,Ames 12817
2015,3,29,44,1444,12,New_Lines,1,1,10,HBA1,PI 601172
2015,3,40,67,1800,26,New_Lines,1,4,13,A98NW,PI 406108
2015,2,25,10,144,6,New_Lines,1,2,2,CO257,Ames 27052
2015,3,3,56,665,13,New_Lines,1,3,1,A632RpRp,Ames 23470
2015,3,2,52,639,25,New_Lines,1,2,1,A321,Ames 23421
2015,3,35,45,1626,12,New_Lines,1,2,12,CI 317B,CIze 317
2015,2,41,31,631,12,New_Lines,1,4,8,PHP02,PI 601570
2015,3,13,39,953,26,New_Lines,1,1,4,PHR36,PI 601361
2015,3,8,57,818,6,New_Lines,1,3,3,IB014,PI 601208
2015,2,30,4,290,3,New_Lines,1,1,4,PHJ90,PI 548799
2015,3,8,46,807,3,New_Lines,1,2,3,INBRED 34-1181,PI 186219
2015,3,19,50,1146,25,New_Lines,1,2,6,CI31A,Ames 21512
2015,2,31,2,318,13,New_Lines,1,1,4,ABPl 4,Ames 22793
2015,2,21,5,20,14,New_Lines,1,1,1,P39 Goodman-Buckler,Ames 28186
2015,2,33,31,405,16,New_Lines,1,4,5,T140,PI 340826
2015,3,36,57,1669,12,New_Lines,1,3,12,Mo.G,Ames 27136
2015,3,33,39,1560,24,New_Lines,1,1,11,Pa860,PI 560082
2015,3,27,39,1378,15,New_Lines,1,1,9,PHT10,PI 601573
2015,3,33,46,1566,12,New_Lines,1,2,11,PHG84,PI 601320
2015,2,27,9,205,14,New_Lines,1,2,3,2MA22,PI 601560
2015,3,21,59,1214,18,New_Lines,1,3,7,R227,PI 531511
2015,2,37,28,522,10,New_Lines,1,4,6,Ia453,Ames 22030
2015,2,33,20,394,29,New_Lines,1,3,5,CS608,PI 560316
2015,3,38,47,1720,12,New_Lines,1,2,13,AusTRCF 306354,NSL 438040
2015,3,34,47,1598,12,New_Lines,1,2,11,K64,Ames 27121
2015,3,21,60,1215,29,New_Lines,1,3,7,LH196,PI 538009
2015,2,31,1,317,13,New_Lines,1,1,4,ABPl 2,Ames 22792
2015,3,29,55,1454,26,New_Lines,1,3,10,RB-17 INBR.FR.SUPERGOLD,PI 340854
2015,2,25,5,141,3,New_Lines,1,1,2,A158,Ames 23397
2015,2,27,13,208,5,New_Lines,1,2,3,SD101,PI 533658
2015,3,9,61,853,14,New_Lines,1,4,3,S8326,PI 601612
2015,2,37,17,512,19,New_Lines,1,3,6,787,PI 601490
2015,2,32,12,358,25,New_Lines,1,2,5,ND-B8,NSL 32727
2015,3,31,46,1504,25,New_Lines,1,2,10,CI 43,Ames 28952
2015,2,23,28,102,4,New_Lines,1,4,2,W182B,Ames 19330
2015,3,31,60,1518,12,New_Lines,1,3,10,Va33,PI 542959
2015,2,32,21,365,27,New_Lines,1,3,5,A631,Ames 23467
2015,2,21,9,24,6,New_Lines,1,2,1,CH711-10,Ames 27018
2015,2,26,13,178,3,New_Lines,1,2,3,38-11 Goodman-Buckler,Ames 31535
2015,3,40,41,1774,24,New_Lines,1,1,13,GE 440,Ames 29451
2015,2,29,13,269,10,New_Lines,1,2,4,A676,Ames 23500
2015,3,22,49,1236,6,New_Lines,1,2,7,PHR32,PI 601571
2015,2,29,15,270,26,New_Lines,1,2,4,A683,Ames 23505
2015,2,40,2,587,18,New_Lines,1,1,7,ICI 893,PI 559383
2015,2,24,11,116,26,New_Lines,1,2,2,A407,Ames 23431
2015,3,23,37,1255,15,New_Lines,1,1,8,B95,PI 561565
2015,3,16,59,1063,18,New_Lines,1,3,5,NC290,Ames 28426
2015,2,27,16,211,4,New_Lines,1,2,3,S 37,PI 535916
2015,3,18,44,1110,5,New_Lines,1,1,6,LH214,PI 555660
2015,3,9,43,835,17,New_Lines,1,1,3,Va18A,Ames 19003
2015,2,28,17,243,10,New_Lines,1,3,3,MS75,Ames 24715
2015,2,34,1,407,3,New_Lines,1,1,5,PHK42,PI 601495
2015,3,31,59,1517,7,New_Lines,1,3,10,Va4,PI 542955
2015,3,32,55,1545,16,New_Lines,1,3,11,Pa880,PI 517974
2015,3,19,37,1133,3,New_Lines,1,1,6,B37,PI 550467
2015,3,37,57,1698,12,New_Lines,1,3,12,PH 9,PI 391414
2015,3,26,52,1360,24,New_Lines,1,2,9,GA212,Ames 10249
2015,3,18,43,1109,7,New_Lines,1,1,6,LH209,PI 554612
2015,3,21,61,1216,15,New_Lines,1,4,7,R78,NSL 30876
2015,3,15,63,1036,6,New_Lines,1,4,5,Pa778,PI 560081
2015,2,31,23,337,26,New_Lines,1,3,4,North 7,Ames 2328
2015,2,36,5,471,18,New_Lines,1,1,6,CH741-6,Ames 27020
2015,3,35,40,1622,24,New_Lines,1,1,12,CI45,CIze 45
2015,2,24,24,129,3,New_Lines,1,3,2,ND291,PI 631393
2015,2,31,12,328,14,New_Lines,1,2,4,A449,Ames 23436
2015,2,31,3,319,4,New_Lines,1,1,4,A203,Ames 23400
2015,3,5,50,721,13,New_Lines,1,2,2,PHW20,PI 601791
2015,2,32,25,369,10,New_Lines,1,4,5,F115,PI 257513
2015,3,24,61,1307,7,New_Lines,1,4,8,Mo501W,Ames 28940
2015,3,17,44,1080,13,New_Lines,1,1,6,AusTRCF 306065,NSL 437925
2015,3,35,49,1630,4,New_Lines,1,2,12,PHN66,PI 548802
2015,3,15,57,1030,15,New_Lines,1,3,5,B55,PI 608764
2015,3,19,61,1155,18,New_Lines,1,4,6,LH51,PI 600955
2015,2,35,16,451,16,New_Lines,1,2,6,Pa405,Ames 22757
2015,3,15,65,1038,3,New_Lines,1,4,5,Huobai,Ames 2339
2015,3,25,61,1337,29,New_Lines,1,4,8,AusTRCF 306287,NSL 437973
2015,3,36,61,1673,12,New_Lines,1,4,12,PHN47,PI 601569
2015,2,38,23,547,19,New_Lines,1,3,7,PHV37,PI 601789
2015,3,33,47,1567,10,New_Lines,1,2,11,SX-6-7 (Tetraploid),PI 601332
2015,3,19,48,1144,5,New_Lines,1,2,6,N509,PI 594058
2015,3,18,65,1129,15,New_Lines,1,4,6,LH123HT,PI 601079
2015,3,34,58,1609,12,New_Lines,1,3,11,AusTRCF 306295,NSL 437981
2015,3,28,38,1408,5,New_Lines,1,1,9,H93,Ames 26796
2015,3,30,38,1468,14,New_Lines,1,1,10,NQ508,PI 559918
2015,2,28,3,229,6,New_Lines,1,1,3,A308,Ames 23418
2015,3,19,54,1149,24,New_Lines,1,3,6,N528,PI 594075
2015,2,28,29,253,14,New_Lines,1,4,3,W 3742,Ames 22055
2015,2,37,23,518,4,New_Lines,1,3,6,Shansi no. 60,PI 459082
2015,3,33,37,1558,5,New_Lines,1,1,11,Mo3,PI 558522
2015,3,11,66,918,29,New_Lines,1,4,4,LH93,PI 601171
2015,3,27,40,1379,5,New_Lines,1,1,9,PHW52,PI 601575
2015,3,39,53,1756,7,New_Lines,1,3,13,SX-6-3 (Tetraploid),PI 601331
2015,3,32,48,1538,12,New_Lines,1,2,11,R-15 DENT STERILE,PI 340844
2015,2,35,26,460,29,New_Lines,1,4,6,W374R2,NSL 30055
2015,3,8,45,806,16,New_Lines,1,2,3,A648,NSL 81597
2015,2,25,21,155,6,New_Lines,1,3,2,A666,Ames 23490
2015,3,30,67,1495,29,New_Lines,1,4,10,AusTRCF 306264,NSL 437952
2015,3,30,47,1476,16,New_Lines,1,2,10,WIL900,PI 601684
2015,3,36,49,1661,12,New_Lines,1,2,12,Tx706,Ames 23924
2015,3,39,54,1757,29,New_Lines,1,3,13,B84,PI 608767
2015,3,23,50,1268,3,New_Lines,1,2,8,F2834T,Ames 27112
2015,2,24,8,113,3,New_Lines,1,1,2,ND245,PI 550489
2015,3,27,59,1397,29,New_Lines,1,3,9,R71,NSL 30872
2015,2,28,11,237,4,New_Lines,1,2,3,A668,Ames 23492
2015,2,34,26,430,17,New_Lines,1,4,5,A451,Ames 23438
2015,3,24,46,1294,19,New_Lines,1,2,8,WXW22,Ames 26757
2015,3,27,50,1389,24,New_Lines,1,2,9,CI 29B,CIze 29
2015,3,33,66,1586,15,New_Lines,1,4,11,Mo508W,Ames 28943
2015,3,9,65,856,16,New_Lines,1,4,3,NC262B,Ames 28413
2015,2,33,29,403,16,New_Lines,1,4,5,NO. 1070 INBRED,PI 303933
2015,3,3,47,656,16,New_Lines,1,2,1,C5 Ark 1956,Ames 22011
2015,3,28,50,1419,5,New_Lines,1,2,9,INBRED 42-492,PI 186224
2015,2,27,25,219,17,New_Lines,1,4,3,NJ 112,Ames 22044
2015,3,20,44,1170,15,New_Lines,1,1,7,NC278,Ames 28419
2015,3,39,46,1749,13,New_Lines,1,2,13,Hi29,PI 593011
2015,3,14,39,983,7,New_Lines,1,1,5,B84 +/su,Ames 26763
2015,3,26,48,1356,24,New_Lines,1,2,9,PHP76,PI 543846
2015,3,32,46,1536,12,New_Lines,1,2,11,B96,PI 270297
2015,3,20,64,1188,4,New_Lines,1,4,7,H55,Ames 26791
2015,3,37,63,1704,26,New_Lines,1,4,12,1497-2,Ames 29394
2015,2,35,27,461,5,New_Lines,1,4,6,WR3,NSL 30066
2015,2,33,23,397,14,New_Lines,1,3,5,NY 65 (Neveh Yaar),PI 200181
2015,3,26,57,1364,29,New_Lines,1,3,9,H95,Ames 19319
2015,3,16,61,1065,7,New_Lines,1,4,5,Mo48,PI 634206
2015,3,21,58,1213,19,New_Lines,1,3,7,NC262,PI 531085
2015,3,4,43,682,18,New_Lines,1,1,1,Eng-li Chih,PI 427109
2015,2,35,11,446,5,New_Lines,1,2,6,AD 104 DS,Ames 28974
2015,2,24,5,111,3,New_Lines,1,1,2,S 117,PI 535926
2015,3,14,40,984,14,New_Lines,1,1,5,H45,Ames 26785
2015,3,32,51,1541,6,New_Lines,1,2,11,S330,Ames 2341
2015,3,8,53,814,7,New_Lines,1,3,3,STRAIN 465A-421-68(B),PI 358530
2015,3,25,56,1332,15,New_Lines,1,3,8,AusTRCF 306238,NSL 437933
2015,3,20,48,1174,15,New_Lines,1,2,7,Va22B,Ames 19006
2015,2,25,26,160,5,New_Lines,1,4,2,A12,NSL 42873
2015,2,30,10,296,27,New_Lines,1,2,4,4676A,PI 601300
2015,3,25,38,1316,6,New_Lines,1,1,8,CI 27,CIze 27
2015,3,4,52,691,29,New_Lines,1,2,1,B67,PI 550455
2015,3,33,41,1562,12,New_Lines,1,1,11,Mo41,Ames 26909
2015,3,26,39,1347,10,New_Lines,1,1,9,RB-15 DENT STERILE,PI 340846
2015,3,28,52,1421,29,New_Lines,1,2,9,A14 INBRED (POTCHEFSTROOM PEARL),PI 221734
2015,3,31,62,1520,10,New_Lines,1,4,10,90,NSL 30903
2015,3,25,41,1319,29,New_Lines,1,1,8,A266N,PI 406113
2015,2,23,7,82,6,New_Lines,1,1,2,592,PI 233317
2015,2,32,29,373,10,New_Lines,1,4,5,MS71,Ames 24712
2015,3,38,59,1732,18,New_Lines,1,3,13,TZSTRI114,PI 639938
2015,2,23,22,97,10,New_Lines,1,3,2,4537. INBRED,PI 415079
2015,2,35,2,438,17,New_Lines,1,1,6,MS199,Ames 24736
2015,2,23,11,86,27,New_Lines,1,2,2,ND252,PI 550540
2015,3,6,56,757,15,New_Lines,1,3,2,58610 A632 (Meth) Bc5S4,PI 648425
2015,3,16,49,1054,3,New_Lines,1,2,5,H28w,Ames 26780
2015,3,7,51,781,16,New_Lines,1,2,2,R-18 INBR.FR.SUPERGOLD,PI 340856
2015,2,24,20,125,4,New_Lines,1,3,2,A655,Ames 23487
2015,3,12,43,927,29,New_Lines,1,1,4,PHK29,PI 601468
2015,3,11,37,891,13,New_Lines,1,1,4,AD H10,Ames 28989
2015,2,40,8,593,27,New_Lines,1,1,7,NY 992 (Neveh Yaar),PI 200195
2015,3,39,66,1769,26,New_Lines,1,4,13,NC286,Ames 28424
2015,2,38,21,545,13,New_Lines,1,3,7,78551S,PI 601562
